test,overlap_100,avg_move
ALPHA_+0.05,100,0.0
ALPHA_-0.05,100,0.0
BETA_+0.05,100,0.0
BETA_-0.05,100,0.0
GAMMA_+0.05,100,0.0
GAMMA_-0.05,100,0.0
W_PROD_+0.05,100,0.0
W_PROD_-0.05,100,0.02
W_SPEC_+0.05,100,0.02
W_SPEC_-0.05,100,0.0
W_EVID_+0.05,100,0.0
W_EVID_-0.05,100,0.0
